SKN,Name,Lat_DD,Lon_DD,ElevFT,Observer,UsedInRFA,NumMosRFAvg,DataSources,StationStatus,NumMos,MinYear,MaxYear,Changepoint
56.00,S Glenwood,19.33031822,-155.3138836,2130,SUSAN CAREY,No,0,State,Discontinued,44,1980,1983,no
57.00,Kupu Kupu,19.34805556,-155.1258333,2331,RAWS,No,0,RAWS,Discontinued,1,2003,2003,no
58.00,Ainahou,19.34420357,-155.2294425,2975,SHIPMAN WH,Yes,9,State,Current,769,1942,2008,no
58.10,Ainahou Makai,19.33531532,-155.2205533,2750,SHIPMAN WH,Yes,8,State,Discontinued,339,1945,1973,no
58.20,Ainahou Stl Tk,19.34337023,-155.2261091,2975,SHIPMAN WH,No,0,State,Discontinued,142,1961,1973,no
59.00,Makaopuhi,19.36281255,-155.1749988,2860,HAW VOLCANO OBS,No,0,State,Discontinued,80,1961,1970,no
63.00,Kaloko-Honokohau,19.67277778,-156.0202778,25,RAWS,No,0,RAWS,Current,49,2005,2009,no
65.00,Pahoa,19.49197865,-154.9455586,670,PUNA SUGAR,Yes,4,"NCDC, State, State/NCDC",Current,1116,1902,2007,no
65.10,Waiakaheula,19.50031124,-154.9355587,750,GOUDIE W,No,0,State,Discontinued,45,1894,1898,no
65.20,Lower Pahoa,19.52058697,-154.9222264,380,PUNA SUGAR,No,0,State,Discontinued,47,1955,1959,no
65.30,Upper Pahoa,19.458085,-154.972228,1170,PUNA SUGAR,No,0,State,Discontinued,47,1955,1959,no
66.00,Kapoho Upper,19.48864456,-154.8738924,400,PUNA SUGAR,Yes,12,State/NCDC,Discontinued,257,1934,1955,no
66.10,Lava Tree Park,19.48364556,-154.9038916,650,STATE DIV PARKS,No,0,State,Discontinued,243,1956,1978,no
66.30,Kapoho,19.48170105,-154.8555587,200,WINFORD GARDENS,No,0,State,Discontinued,17,1966,1968,no
66.50,Malama Ki Farm,19.46031311,-154.8847242,345,UAES,Yes,12,State,Discontinued,128,1962,1975,no
67.00,Kamaile,19.43364418,-154.9305556,560,PUNA SUGAR,Yes,12,State/NCDC,Discontinued,312,1929,1955,no
67.10,Kalapana(Wilson),19.35197941,-154.9741642,10,WE WILSON,No,0,State,Discontinued,48,1897,1900,no
67.11,Leilani Estate,19.45448236,-154.906945,725,ROSS GIDLEY,No,0,State,Discontinued,52,1982,1986,no
67.20,Kaueleau,19.45809107,-154.9388901,1000,HENDERSON AR,No,0,State,Discontinued,113,1908,1917,no
67.30,Kaueleau 2,19.44031411,-154.905556,350,GREEN JS,No,0,"NCDC, State/NCDC",Discontinued,202,1908,1927,no
67.40,Pokoiki,19.46031494,-154.8472247,10,RYCROFT R,No,0,State,Discontinued,171,1891,1983,no
67.50,Hayhalalekai,19.47198119,-154.8322251,15,HAY C,Yes,12,State,Discontinued,412,1946,1980,no
67.60,Kapaahu,19.35364168,-154.992219,100,USDA FRUIT FLY L,No,0,State,Discontinued,12,1951,1951,no
67.80,Kalapana No 1,19.32698155,-155.0286094,10,HAW VOL NAT PARK,Yes,12,"NCDC, State, State/NCDC",Discontinued,269,1966,1989,no
67.90,Keauohana 67.9,19.41,-154.947,631,BWS,No,0,State,Discontinued,179,1976,1992,no
68.00,Holualoa Beach,19.60530476,-155.9755468,10,DILLINGHAM INV CO,Yes,10,"NCDC, State, State/NCDC",Discontinued,710,1918,1979,no
68.10,Middle Holualoa,19.60336072,-155.960547,475,CAPT COOK CATTLE,Yes,10,"State, State/NCDC",Discontinued,563,1931,1978,yes
68.11,P Empress Hotel,19.63474693,-155.9872138,120,P EMPRESS HOTEL,No,0,State,Discontinued,20,1967,1968,no
68.13,Keahole Airport,19.72779668,-156.0586039,10,FAA-HAWN AIRLINE,Yes,12,"NCDC, State, State/NCDC",Current,367,1971,2007,no
68.15,Kailua Hts,19.6136377,-155.9638804,500,PHAILO GILLARD,No,0,State,Discontinued,54,1979,1983,no
68.16,Holualoa-Stecker,19.60586062,-155.9561027,765,STECKER H C,Yes,12,State,Discontinued,199,1970,1987,no
68.18,K100,19.61919321,-155.9461028,1480,G KOIKE,No,0,State,Discontinued,150,1976,1989,no
68.19,K101,19.61863748,-155.9572138,880,G KOIKE,No,0,State,Discontinued,149,1977,1989,no
68.20,Lanihau,19.66196803,-155.9588816,1530,KONA EXP STATION,Yes,10,"NCDC, State, State/NCDC",Current,828,1938,2007,yes
68.30,Kona Airport,19.64363491,-156.0072139,15,HAWN AIRLINES,Yes,12,"NCDC, State, State/NCDC",Discontinued,352,1949,1978,no
68.40,Kailua Kona,19.6386355,-155.9905472,20,PARKER G,No,0,State,Discontinued,29,1985,1987,no
68.50,Holualoa (1450),19.61530451,-155.9505472,1450,KONA DEVELOP CO,No,0,State,Discontinued,317,1901,1928,no
68.60,Lanihau,19.66363453,-155.9638815,1540,FW BARTELS,No,0,State,Discontinued,59,1895,1900,no
68.70,Lanihau Mauka 1,19.66530124,-155.9505484,1930,KONA EXP STATION,No,0,State,Discontinued,189,1958,1979,no
68.80,Lanihau Mauka 2,19.66530131,-155.9405488,2440,HWA,No,0,State,Discontinued,23,1957,1960,no
68.90,Lanihau Mauka 3,19.6669679,-155.9305492,2900,HWA,No,0,State,Discontinued,21,1958,1960,no
69.00,Kahaluu Beach,19.57641794,-155.966102,40,PUUWAAWAA RANCH,Yes,11,State,Discontinued,365,1947,1978,no
69.10,Ohia Liilii,19.7186307,-155.9305503,4500,HUEHUE RANCH,Yes,10,State,Discontinued,299,1935,1959,no
69.11,Laaloa,19.5936393,-155.9522137,800,MILLER CD,No,0,State,Discontinued,16,1893,1895,no
69.16,Holualoa Makai,19.62280389,-155.9555471,1040,WEINRICH SID,Yes,12,State,Discontinued,200,1968,1985,no
69.18,Hualalai Ranch,19.73779569,-155.9572158,2820,HUALALAI RANCH,No,0,State,Discontinued,60,1973,1977,no
69.19,Hualalai R Mauka,19.73390724,-155.9416608,3800,HUALALAI RANCH,No,0,State,Discontinued,60,1973,1977,no
69.20,Kahaluu,19.59030624,-155.9472137,1080,KONA EXPT STATION,Yes,10,State,Discontinued,314,1938,1964,no
69.21,Lolola,19.72612933,-155.988882,1200,FITZGIBBON W,No,0,State,Discontinued,84,1976,1983,no
69.22,Kalaoa,19.72529635,-155.9722154,2000,FLOYD  MC COY,No,0,State,Discontinued,128,1975,1986,no
69.23,Kona Sunshine Es,19.59169499,-155.9508248,900,NICHOLS R C,Yes,12,State,Discontinued,321,1972,1999,no
69.24,Moanuiahea 69.24,19.738,-155.945,2820,NCDC,No,0,NCDC,Current,121,1991,2007,no
69.30,Honokohau Ranch,19.6836329,-155.9738818,1275,GREENWELL EC,Yes,12,State,Discontinued,276,1910,1961,no
69.40,Kohanaiki,19.70696432,-155.9755486,1580,AMERICAN FACTORS,No,0,State,Discontinued,76,1956,1962,no
69.50,Kaiolu,19.61863691,-155.9861025,30,JC TYLER SR,Yes,12,State,Discontinued,98,1954,1962,no
69.60,Kuona Olu,19.60863781,-155.9786024,10,EDNIE D,No,0,State,Discontinued,48,1954,1957,no
69.70,Kailua-Yowell,19.64696891,-155.963881,950,YOWELL WS,Yes,12,State,Discontinued,253,1880,1902,no
69.80,Lion Grass,19.62197061,-155.9555471,1000,PUUWAAWAA RANCH,No,0,State,Discontinued,108,1958,1967,no
69.90,Keopu Mcwayne,19.64502453,-155.9672142,800,PUUWAAWAA RANCH,Yes,12,State,Discontinued,234,1958,1978,no
70.00,Holualoa,19.63197026,-155.9105487,3220,STATE DIV FTRY,Yes,11,"NCDC, State, State/NCDC",Current,1048,1905,2007,no
70.10,Halepiula Shed,19.73196263,-155.8572198,4500,PUUWAAWAA RANCH,Yes,8,State,Discontinued,431,1938,1974,no
70.11,Kileo,19.72973994,-155.8263868,4380,PUUWAAWAA RANCH,No,0,State,Discontinued,120,1961,1974,no
70.12,Shangrila,19.7325179,-155.8438866,4377,PUUWAAWAA RANCH,No,0,State,Discontinued,143,1961,1974,no
70.13,Panicum Field,19.60752745,-155.9305476,2080,PALANI RANCH,Yes,12,State,Discontinued,269,1969,2002,no
70.14,Reservoir (5080),19.62919182,-155.851106,5080,PALANI RANCH,Yes,12,State,Discontinued,251,1969,2002,no
70.15,Shangrila Mauka,19.72779615,-155.8511087,4750,PUUWAAWAA RANCH,No,0,State,Discontinued,53,1965,1974,no
70.16,Waiaha Stream*,19.63,-155.94,1511,Hydronet,Yes,10,Hydronet,Current,188,1991,2007,no
70.20,Kaalapuuali,19.62363684,-155.86055,4500,HONOKOHAU RANCH,Yes,11,State,Discontinued,546,1939,1989,no
70.30,Holualoa-Smith,19.6119714,-155.9511027,1210,SMITH MRS TWIGG,Yes,12,State,Discontinued,182,1948,1980,no
70.40,Holualoa Camp,19.64363591,-155.8838834,4440,HUEHUE RANCH,Yes,12,State,Discontinued,215,1958,1980,no
70.50,Waiaha Stream 1,19.63197014,-155.9472142,1540,BWS,No,0,State,Discontinued,47,1953,1957,no
70.60,Waiaha Stream 2,19.63363677,-155.9372146,2060,USGS,No,0,State,Discontinued,148,1960,1991,no
70.70,C LUAWAI,19.63363684,-155.9263816,2580,USGS,No,0,State,Discontinued,173,1961,1983,no
70.80,Rt Br Waiaha St,19.64196959,-155.9119379,3300,USGS,Yes,12,State,Discontinued,225,1960,1982,no
71.00,Honuaula,19.67030064,-155.8755513,6250,STATE DIV FTRY,Yes,12,"NCDC, State, State/NCDC",Current,786,1928,2007,no
71.10,Waihou I,19.75696073,-155.8538864,3340,PUUWAAWAA RANCH,Yes,11,State,Discontinued,399,1940,1974,no
72.00,Hualalai,19.68863263,-155.870552,8197,STATE DIV FTRY,Yes,11,"NCDC, State, State/NCDC",Current,773,1929,2007,no
73.00,Puu Lehua,19.56530574,-155.8055495,4850,GREENWELL ESTATE,Yes,10,"NCDC, State, State/NCDC",Discontinued,772,1922,1986,no
73.10,Keauhou 73a,19.5569752,-155.9222134,1890,BISHOP ESTATE,Yes,8,"NCDC, State, State/NCDC",Discontinued,425,1927,1986,no
73.11,Kahaluu Forest,19.58697317,-155.895548,3300,BISHOP ESTATE,No,0,State,Discontinued,22,1960,1962,no
73.12,KAINALIU BEACH,19.52864335,-155.9563787,15,WALL RANCH,No,0,State,Discontinued,492,1959,2000,no
73.13,Honalo 1,19.54892007,-155.9288797,1480,WODEHOUSE CN,Yes,12,State,Discontinued,167,1958,1972,no
73.17,Puu O Hau,19.50697799,-155.9505451,10,WH GREENWELL ESTATE,Yes,10,State,Discontinued,310,1960,1986,no
73.18,Pineapple,19.5036449,-155.9338788,800,GREENWELL ESTATE,Yes,9,State,Discontinued,282,1960,1983,no
73.19,Honalo,19.55669709,-155.9544349,400,PUUWAAWAA RANCH,Yes,11,State,Discontinued,81,1960,1967,no
73.20,Kainaliu,19.53364321,-155.9255461,1500,KONA EXP STATION,Yes,11,"NCDC, State/NCDC",Current,840,1931,2007,no
73.21,Honalo 3,19.55836392,-155.8952697,3000,WODEHOUSE CN,No,0,State,Discontinued,76,1966,1972,no
73.23,Field E,19.53503206,-155.9205462,1720,KONA EXP STATION,No,0,State,Discontinued,24,1968,1970,no
73.24,Railroad,19.53364304,-155.9424901,680,WALL RANCH,No,0,State,Discontinued,364,1968,2000,no
73.25,Pali Honohono,19.56808534,-155.8824924,3400,WALL RANCH,No,0,State,Discontinued,265,1968,1991,no
73.26,Hokakano Beach,19.52558798,-155.9555453,0,ACKERMAN RANCH,Yes,12,State,Discontinued,166,1966,1980,no
73.27,Honalo Mauka,19.54280936,-155.9249908,1600,HIDEMANN ED,No,0,State,Discontinued,11,1971,1971,no
73.28,Waihou,19.53530984,-155.9008245,2480,HIDEMANN ED,No,0,State,Discontinued,60,1964,1971,no
73.29,Kainaliu Upper*,19.53,-155.9,2360,Hydronet,Yes,9,Hydronet,Discontinued,99,1995,2004,no
73.30,Mokuaikaua Rd,19.57697391,-155.923325,1980,BISHOP ESTATE,Yes,12,State,Discontinued,91,1954,1962,no
73.31,Puuloa-Alter,19.5589193,-155.9419352,1000,ALTER MRS N,No,0,State,Discontinued,60,1973,1977,no
73.32,Honalo,19.53308764,-155.9291571,1450,E FINEFROCK,No,0,State,Discontinued,69,1977,1983,no
73.34,Kainaliu,19.53333333,-155.9333333,1364,SCAN,No,0,SCAN,Current,53,2005,2009,no
73.40,Keauhou Tst Ste,19.57530736,-155.9222139,2040,HWA,No,0,State,Discontinued,26,1958,1960,no
73.50,Keauhou 2,19.5603083,-155.9169358,2100,BISHOP ESTATE,No,0,State,Discontinued,37,1954,1957,no
73.60,Honalo 2,19.54892013,-155.9238799,1800,WODEHOUSE CN,Yes,12,State,Discontinued,221,1954,1972,no
73.70,Lehuula,19.53530976,-155.9272128,1410,WALL RANCH,Yes,10,State,Discontinued,523,1956,2000,no
73.80,Hokukano Makai,19.52364363,-155.9422121,500,ACKERMAN RANCH,Yes,10,State,Discontinued,276,1955,1980,no
73.90,Hokukano Mauka,19.52364378,-155.9238793,1410,ACKERMAN RANCH,Yes,8,State,Discontinued,278,1955,1980,no
74.00,Kanahaha,19.58863713,-155.7922171,5060,GREENWELL ESTATE,Yes,11,"NCDC, State, State/NCDC",Discontinued,765,1922,1986,no
74.10,Kaukahoku,19.57197354,-155.8588819,4030,WALL RANCH,Yes,10,State,Discontinued,519,1956,2000,no
74.20,Kahaluu Forest 2,19.60419327,-155.8430498,4600,BISHOP ESTATE,No,0,State,Discontinued,18,1960,1961,no
74.40,Monohaa,19.5486417,-155.8558257,4000,WALL RANCH,No,0,State,Discontinued,229,1968,1987,no
74.50,New Field,19.54641816,-155.8083267,4767,GREENWELL RANCH,Yes,9,State,Discontinued,138,1972,1983,no
74.60,Kikiaeae,19.55336097,-155.7766609,5490,GREENWELL RANCH,Yes,7,State,Discontinued,138,1972,1983,no
74.70,Momohaa (3875),19.54919725,-155.8577702,3875,GREENWELL RANCH,Yes,10,State,Discontinued,138,1972,1983,no
75.00,Ahua Umi,19.63363389,-155.7788854,5220,GREENWELL ESTATE,Yes,12,"NCDC, State, State/NCDC",Discontinued,774,1922,1986,no
75.10,Pta Kipuka Alala,19.66694444,-155.7077778,5385,RAWS,Yes,12,RAWS,Current,105,1999,2009,no
76.00,Kulani Mauka,19.58363059,-155.4538895,8300,NWS,Yes,12,"NCDC, State, State/NCDC",Current,539,1950,2007,no
77.00,PAPALOA,19.50530914,-155.7938816,5120,KEALAKEKUA RANCH,No,0,State,Discontinued,479,1932,1973,no
77.10,PAPAI CLARK,19.50364141,-155.7672155,5900,KEALAKEKUA RANCH,No,0,State,Discontinued,190,1958,1973,no
77.20,PAUAHI,19.50031068,-155.8238808,4320,KEALAKEKUA RANCH,No,0,State,Discontinued,250,1952,1973,no
77.30,PUMP 4,19.50836608,-155.8352697,4055,KEALAKEKUA RANCH,No,0,State,Discontinued,232,1953,1973,no
77.40,JP,19.49197887,-155.8538801,3550,KEALAKEKUA RANCH,No,0,State,Discontinued,250,1952,1973,no
77.50,HOOHUI MAKANI,19.5036387,-155.7055503,8100,KEALAKEKUA RANCH,No,0,State,Discontinued,6,1958,1958,no
77.60,KEANAKINI,19.49697356,-155.7322162,7100,KEALAKEKUA RANCH,No,0,State,Discontinued,166,1959,1973,no
77.70,#3 A PUMP,19.50531134,-155.8569358,3550,KEALAKEKUA RANCH,No,0,State,Discontinued,157,1962,1978,no
77.80,Airport-K Ranch,19.51808673,-155.8097148,4700,KEALAKEKUA RANCH,Yes,12,State,Discontinued,95,1966,1973,no
77.90,Orchard,19.52197681,-155.8552696,3750,GREENWELL RANCH,Yes,12,State,Discontinued,165,1972,1986,no
78.00,Kulani Sch Site,19.5819662,-155.3338911,5710,DEPT SOCIAL SVC,Yes,10,"NCDC, State, State/NCDC",Discontinued,476,1947,1993,no
79.00,Kulani Camp,19.54863532,-155.3005575,5170,DEPT SOCIAL SVC,Yes,12,"NCDC, State, State/NCDC",Current,718,1947,2007,no
79.10,Upper Waiakea,19.57224615,-155.1955599,6000,STATE DIV FTRY,No,0,State,Discontinued,189,1963,1979,no
79.50,Kulani Farm,19.55807904,-155.3111132,5340,UH EXP STA,No,0,State,Discontinued,7,1975,1975,no
80.00,Kalaieha,19.70057058,-155.4616682,6710,PARKER RANCH,Yes,11,State,Discontinued,790,1915,1981,no
80.10,Humuula-Parker,19.70529263,-155.4722236,6685,PARKER S JR,No,0,State,Discontinued,92,1905,1914,no
80.20,PUU OMAOKOLLI,19.71029244,-155.4888901,6720,STATE DIV FTRY,No,0,State,Discontinued,162,1950,1966,no
81.00,Kulani Ditch,19.52197024,-155.2955573,5120,DEPT SOCIAL SVC,No,0,State,Discontinued,22,1948,1950,no
81.10,Kilauea For Res,19.50224841,-155.3247237,5200,UH BOTANY DEPT,No,0,State,Discontinued,29,1972,1974,no
82.00,Puu Oo,19.72362526,-155.385559,6300,SHIPMAN WH,No,0,"NCDC, State, State/NCDC",Discontinued,606,1910,1975,yes
82.10,Saddle House,19.67834962,-155.381392,5680,SHIPMAN WH,Yes,6,State,Discontinued,88,1968,1975,no
82.20,Kole,19.74945733,-155.4191691,860,DIV FISH & GAME,No,0,State,Discontinued,9,1976,1977,no
83.00,Quarry Saddle Rd,19.68586111,-155.2942222,4220,USGS,Yes,9,USGS,Current,280,1967,2009,no
83.10,Wailuku River,19.71862652,-155.266117,3620,USGS,No,0,State,Discontinued,169,1967,1982,no
84.00,Saddle Rd,19.69362812,-155.2005624,2340,BWS,No,0,"NCDC, State, State/NCDC",Discontinued,346,1949,1978,no
85.00,Hilo A&F,19.70529511,-155.0722308,35,STATE DIV FTRY,Yes,12,"NCDC, State, State/NCDC",Discontinued,796,1926,1998,no
85.20,Waiakea Uka*,19.66,-155.13,997,Hydronet,No,0,Hydronet,Current,213,1991,2008,no
86.10,Hilo,19.72529379,-155.087231,40,CHAVES C,Yes,12,"NCDC, State, State/NCDC",Discontinued,1012,1880,1988,no
86.20,Kauman (1960),19.6822399,-155.1805626,1960,PUNA SUGAR,Yes,11,State,Discontinued,324,1921,1947,no
86.30,PONAHAWAI,19.6836287,-155.1855626,2150,STATE DIV FTRY,No,0,State,Discontinued,18,1950,1951,no
86.40,Hilo Coan,19.722849,-155.0805644,50,REV TITUS COAN,No,0,State,Discontinued,12,1846,1847,no
86.50,KAUMANA,19.68665633,-155.1822294,2200,USDA FRUIT FLY LAB,No,0,State,Discontinued,19,1950,1951,no
86.60,Hilo Countryclub,19.67807358,-155.1586186,1520,WILLS REX II,No,0,State,Discontinued,103,1970,1978,no
87.00,Hilo Airport*,19.72,-155.05,27,NWS,Yes,12,"Hydronet, Hydronet/NCDC, NCDC, State, State/NCDC",Current,840,1939,2008,no
87.10,Waiakea Mill,19.71196134,-155.0755642,50,WAIAKEA MILL CO,Yes,12,"State, State/NCDC",Discontinued,694,1891,1948,no
87.20,Hilo Breakwater,19.72696086,-155.0422313,15,US ENGINEERS,No,0,State,Discontinued,55,1911,1916,no
88.00,Waiakea,19.63863119,-155.1691731,1920,PU SUGAR,No,0,State/NCDC,Discontinued,266,1930,1952,no
88.10,Kaumana-Hilo Sug,19.68362898,-155.1405634,1125,HILO SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,809,1896,2006,no
88.20,Waiakea Scd,19.65529741,-155.1205634,940,SHINICHI KANESHIRO,Yes,12,"NCDC, State/NCDC",Current,657,1953,2007,no
88.30,Piihonua-H Mill,19.71362744,-155.1305639,1000,HAWAIIAN MILL,No,0,State,Discontinued,126,1906,1918,no
88.40,Piihonua Camp 5,19.72112693,-155.1547303,1250,HILO SUGAR,Yes,12,State,Discontinued,396,1951,1986,no
88.50,Kaumana 2,19.67196275,-155.1638962,1720,HILO COUNTRY CLU,No,0,State,Discontinued,92,1932,1939,no
88.60,Waiakea Camp 8,19.64863111,-155.1205633,1050,WAIAKEA MILL,No,0,State,Discontinued,292,1915,1939,no
88.80,Waiakea Exp Farm,19.644743,-155.0805636,600,UNIV HAWAII,Yes,12,State,Discontinued,131,1962,1975,no
88.90,Thrumms,19.704739,-155.1350082,0,NORTHWOOD RP,No,0,State,Discontinued,4,1976,1977,no
89.00,Piihonua,19.73029311,-155.16723,1730,MAU KEA SUGAR,Yes,11,"NCDC, State, State/NCDC",Discontinued,670,1925,1981,no
89.10,Waiakea Camp 6,19.66529712,-155.1019525,615,WAIAKEA MILL,Yes,9,State,Discontinued,299,1915,1948,no
89.11,Piihonua Kpua*,19.71,-155.14,974,Hydronet,No,0,Hydronet,Current,211,1991,2008,no
89.20,Amauulu,19.73529295,-155.1455638,1280,HILO SUGAR,Yes,11,"NCDC, State, State/NCDC",Discontinued,399,1953,1986,no
89.40,Kaiwiki,19.75029229,-155.1288977,1100,HILO SUGAR,No,0,State,Discontinued,222,1948,1967,no
89.50,Amauulu Camp 4,19.73362642,-155.1300086,900,HILO SUGAR,No,0,State,Discontinued,115,1948,1958,no
89.60,Dairy,19.74140375,-155.1536193,1500,HILO SUGAR,No,0,State,Discontinued,12,1952,1953,no
89.70,Lower Piihonua,19.71196086,-155.1305639,815,MO ISHERWOOD,Yes,12,State,Discontinued,344,1957,2005,no
89.90,Piihonua 2,19.71362742,-155.1338972,900,HILO SUGAR,No,0,State,Discontinued,73,1933,1939,no
90.00,Wainaku Makai,19.738963,-155.09093,100,MAUNA KEA SUGAR,Yes,12,State,Discontinued,1023,1894,1979,no
90.10,Hawaii Sub Off,19.72696031,-155.0955643,220,HSPA,Yes,12,State,Discontinued,669,1932,1987,no
91.00,Mountain View*,19.54,-155.11,1519,PU SUGAR,Yes,12,"Hydronet, NCDC, State, State/NCDC",Current,1245,1901,2008,no
91.10,Keaau,19.64335566,-154.9838981,15,SHIPMAN WH,Yes,12,State,Discontinued,335,1948,1976,no
91.20,Olaa (1650),19.53530469,-155.1205603,1650,RUSSELL DR N,No,0,State,Discontinued,103,1893,1902,no
91.30,Olaa Kurtistown,19.59363516,-155.0672294,645,DRANGA TA,Yes,2,"NCDC, State/NCDC",Discontinued,266,1904,1926,no
91.40,Kurtistown,19.57530287,-155.0672288,920,PUNA SUGAR,Yes,12,State,Discontinued,388,1951,1984,no
91.50,Orchid Land Est,19.55530513,-154.9905619,430,HAWAII CTY DWS,No,0,"NCDC, State",Discontinued,374,1960,1993,no
91.80,S Glewnwood 91.8,19.488,-155.149,2276.32,NCDC,Yes,12,NCDC,Discontinued,273,1980,2003,no
91.90,Pahoa Beacon*,19.54,-154.97,487,Hydronet,Yes,12,Hydronet,Current,214,1991,2008,no
92.00,Keaau/Olaa,19.62918887,-155.0333418,285,PU SUGAR,Yes,12,"NCDC, State, State/NCDC",Current,1242,1901,2007,no
92.10,Huehue (1960),19.75196134,-155.9722153,1960,HUEHUE RANCH,Yes,12,"NCDC, State, State/NCDC",Current,1110,1903,2007,no
92.20,Keaau Orchard,19.6419662,-155.0105644,90,KEAAU ORCHARD,No,0,State,Discontinued,354,1949,1978,no
92.30,Halepiula 3,19.76890493,-155.8972185,2340,PUUWAAWAA RANCH,Yes,12,State,Discontinued,159,1961,1974,no
92.40,Kukulu Kukui,19.63779937,-155.0391751,275,SHIPMAN WH,No,0,State,Discontinued,174,1962,1976,no
92.50,Kiholo,19.82580556,-155.8925833,932,USGS,No,0,USGS,Current,71,2002,2009,no
92.60,Keeau,19.67501957,-155.022509,80,PUNA PAPAYA,No,0,State,Discontinued,21,1982,1983,no
92.70,Mahaiula 92.7,19.757,-155.976,960,NCDC,No,0,NCDC,Current,122,1986,2007,no
93.00,Kapolo,19.50697752,-154.8405598,110,PU SUGAR,Yes,12,"NCDC, State/NCDC",Discontinued,822,1891,1960,no
93.10,Puu Anahulu,19.81528953,-155.843608,2150,PUUWAAWAA RANCH,Yes,12,"NCDC, State, State/NCDC",Discontinued,357,1942,1974,no
93.11,Kapoho Beach,19.48892483,-154.8200037,12,ARRUDA GENVIEVE,Yes,12,"NCDC, State/NCDC",Current,372,1975,2007,no
93.12,Puuanahulu,19.83277778,-155.7697222,2725,RAWS,No,0,RAWS,Current,50,2002,2007,no
93.20,Cape Kumukahi,19.51364496,-154.8188935,65,USCG,No,0,State,Discontinued,26,1957,1959,no
93.30,Panika,19.82528884,-155.8472188,2080,PUUWAAWAA RANCH,No,0,State,Discontinued,203,1957,1974,no
93.40,Eden Low,19.81862265,-155.8455523,2150,PUUWAAWAA RANCH,No,0,State,Discontinued,203,1957,1974,no
93.50,Kapoho Land Str,19.50364409,-154.8605597,290,BWS,No,0,"NCDC, State",Current,484,1960,2007,no
93.60,Kahuwai,19.531,-154.879,200,ORR JB,No,0,State,Discontinued,82,1966,1973,no
93.70,Kukui Akau,19.83084408,-155.8527742,1320,PUUWAAWAA RANCH,No,0,State,Discontinued,143,1961,1974,no
93.80,Kona Village,19.8314012,-155.9858256,40,KO VILLAGE RES,Yes,12,"NCDC, State, State/NCDC",Current,485,1967,2007,no
94.00,Kaupulehu Lava Flow,19.80333333,-155.9180556,1221,RAWS,No,0,RAWS,Current,6,2009,2009,no
94.10,Puu Waawaa,19.77279268,-155.8422198,2750,PUUWAAWAA RANCH,Yes,12,"NCDC, State, State/NCDC",Discontinued,1205,1894,1997,no
94.20,Kaumana (500),19.70057274,-155.1122306,500,MATSUNAGA J,Yes,11,State,Discontinued,416,1905,1940,no
94.30,Mamane Paddock,19.77029258,-155.8272201,3450,PUUWAAWAA RANCH,No,0,State,Discontinued,212,1956,1974,no
94.50,Puu Waawaa,19.795,-155.8452778,2326,RAWS,No,0,RAWS,Current,67,2003,2009,no
95.00,Puuhinei 2 Gf,19.88028279,-155.7205545,2560,PARKER RANCH,Yes,7,State,Discontinued,259,1941,1962,no
95.10,Puako,19.96694648,-155.8508282,5,GOTO ICHIRO,Yes,12,"NCDC, State/NCDC",Discontinued,427,1939,1976,no
95.20,Puuhinei Padd,19.89694899,-155.7638863,1500,PARKER RANCH,No,0,State,Discontinued,34,1914,1917,no
95.30,Puako (40),19.95528032,-155.8322176,40,PARKER RANCH,No,0,State,Discontinued,65,1962,1967,no
95.60,Waikoloa,19.92416667,-155.7936111,977,RAWS,No,0,RAWS,Current,6,2009,2009,no
95.70,Waikoloa Mauka,19.91639347,-155.8208292,610,STUDEBAKER CH,No,0,State,Discontinued,12,1976,1977,no
95.80,Waikaloa,19.93389178,-155.7877744,970,BOISE CASCADE,Yes,12,"NCDC, State/NCDC",Current,362,1975,2007,no
96.00,Puuhinei 1,19.89028236,-155.7372205,2000,PARKER RANCH,Yes,11,State,Discontinued,318,1936,1962,no
